Program,path_to_mutant,exam_score
AddGate_ry_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4666666666666667
AddGate_rz_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_rxx_inGap_2_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.3333333333333333
AddGate_swap_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.8
AddGate_y_inGap_2_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.8666666666666667
AddGate_ccx_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_z_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4666666666666667
AddGate_s_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.3333333333333333
AddGate_rzz_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4666666666666667
AddGate_cx_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4666666666666667
AddGate_p_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.06666666666666667
AddGate_ry_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_cswap_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.5333333333333333
AddGate_sx_inGap_9_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.7333333333333333
AddGate_rz_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.7333333333333333
AddGate_h_inGap_12_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0
AddGate_h_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.13333333333333333
AddGate_t_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_cx_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4666666666666667
AddGate_t_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.7333333333333333
AddGate_ry_inGap_1_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.8666666666666667
AddGate_ccx_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_t_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_cz_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_z_inGap_3_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_ry_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_t_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_rzz_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_rxx_inGap_9_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.26666666666666666
AddGate_z_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.6666666666666666
AddGate_rz_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.13333333333333333
AddGate_rxx_inGap_12_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0
AddGate_h_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_ry_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.5333333333333333
AddGate_y_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.13333333333333333
AddGate_swap_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.7333333333333333
AddGate_rz_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_p_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_y_inGap_3_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.8666666666666667
AddGate_h_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_cz_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_y_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.26666666666666666
AddGate_cz_inGap_3_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.8
AddGate_t_inGap_3_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.26666666666666666
AddGate_cswap_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.8
AddGate_h_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.06666666666666667
AddGate_h_inGap_1_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.6
AddGate_ry_inGap_3_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_swap_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_s_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_s_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.13333333333333333
AddGate_z_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_ccx_inGap_9_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.8666666666666667
AddGate_ccx_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.06666666666666667
AddGate_rzz_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.26666666666666666
AddGate_cz_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.13333333333333333
AddGate_h_inGap_10_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
AddGate_rzz_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.26666666666666666
AddGate_cx_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.3333333333333333
AddGate_rz_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.6666666666666666
AddGate_y_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.5333333333333333
AddGate_swap_inGap_6_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.13333333333333333
AddGate_s_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.5333333333333333
AddGate_h_inGap_3_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_cz_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4
AddGate_y_inGap_1_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.8
AddGate_y_inGap_4_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.13333333333333333
AddGate_ccx_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.3333333333333333
AddGate_t_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4666666666666667
AddGate_h_inGap_2_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.8666666666666667
AddGate_ccx_inGap_3_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.3333333333333333
AddGate_ry_inGap_5_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4666666666666667
AddGate_cswap_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.5333333333333333
AddGate_rx_inGap_1_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.7333333333333333
AddGate_h_inGap_11_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.06666666666666667
AddGate_rz_inGap_3_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.7333333333333333
AddGate_sx_inGap_2_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.26666666666666666
AddGate_cswap_inGap_8_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.6
AddGate_h_inGap_13_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0
AddGate_x_inGap_9_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.4666666666666667
AddGate_cx_inGap_3_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.06666666666666667
AddGate_y_inGap_9_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.3333333333333333
AddGate_sx_inGap_1_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.6666666666666666
AddGate_p_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_dj_5_qubits/,0.2
